id,document_id,line_item_id,total_price,status,description,created_at,updated_at,is_accepted,accepted_on,vendor_id,rejected_on,rushed,deadline,batch_no,shipped_at,production_time,ship_accuracy,ship_rating,quantity,unit_price,additional_cost,paid,origin,invoice_id,default_production_time,product,vendor
2957,2957,6413,75.0000,3,,2020-08-03 23:08:03,2020-08-28 08:09:06,1,2020-08-07 00:44:41,869,NULL,0,NULL,2020-W32-1,2020-08-28 08:09:06,21,1,negative,100,0.75,0.00,1,1,5834,20,Custom Woven Damask Label - 100pcs,Cookie Mao
2958,2958,6258,30.0000,3,,2020-08-03 23:27:28,2020-08-08 04:34:54,1,2020-08-04 01:34:43,1697,NULL,0,NULL,2020-W32-1,2020-08-08 04:34:54,4,-6,positive,10,3.00,0.00,1,1,5740,10,Sample Chenille Patch - 10pcs,Jin Jing
2959,2959,6313,5.0000,3,,2020-08-03 23:34:35,2020-08-25 14:14:56,1,2020-08-05 10:02:59,1231,NULL,0,NULL,2020-W32-1,2020-08-25 14:14:56,20,-10,positive,10,0.50,0.00,1,1,5773,30,Sample Phone Grip Sockets - 10pc,Oliver Zang
2960,2960,6426,30.5000,3,"ReOrder refer to BSK #1678 | CST #5483 - A

Please make it same.",2020-08-04 15:20:32,2020-08-24 10:20:03,1,2020-08-05 08:31:29,1373,NULL,0,NULL,2020-W32-1,2020-08-24 10:20:03,19,-11,positive,50,0.61,20.08,1,0,5841,30,Custom Enamel Pins (hard or soft) - 50pcs,Sherry - CYI
2961,2961,6414,11.8300,3,,2020-08-04 20:43:10,2020-08-13 05:29:03,1,2020-08-05 02:05:38,2484,NULL,0,NULL,2020-W32-1,2020-08-13 05:29:03,8,-22,positive,1,11.83,0.00,1,1,5835,30,Custom 3 x 5 Flag - One Size,Carl Lee
2962,2962,6415,11.8300,3,,2020-08-04 20:43:37,2020-08-13 05:29:22,1,2020-08-05 02:05:06,2484,NULL,0,NULL,2020-W32-1,2020-08-13 05:29:22,8,-22,positive,1,11.83,0.00,1,1,5835,30,Custom Boat Flags - 3 x 5,Carl Lee
2963,2963,6423,5.0000,3,,2020-08-04 20:45:17,2020-08-25 14:15:03,1,2020-08-05 10:04:03,1231,NULL,0,NULL,2020-W32-1,2020-08-25 14:15:03,20,-10,positive,10,0.50,0.00,1,1,5839,30,Sample Phone Grip Sockets - 10pc,Oliver Zang
2964,2964,6397,405.0000,3,,2020-08-04 21:39:46,2020-09-25 10:30:47,1,2020-08-10 10:30:12,322,NULL,0,NULL,2020-W32-1,2020-09-25 10:30:47,46,16,negative,50,8.10,0.00,1,0,5825,30,Custom Camp Cap - 5 Panel - 50pcs,Hidy Zhao
2965,2965,6295,345.0000,3,,2020-08-04 21:58:52,2020-10-14 09:26:55,1,2020-08-10 10:30:02,322,NULL,0,NULL,2020-W32-1,2020-10-14 09:26:55,65,35,negative,30,11.50,0.00,1,0,5763,30,Strapback - 5 Panel - 30pcs,Hidy Zhao
2967,2967,6405,395.0000,3,,2020-08-05 13:07:42,2020-10-07 15:53:29,1,2020-08-10 10:31:27,322,NULL,1,2020-09-11 09:00:00,2020-W32-1,2020-10-07 15:53:29,58,36,negative,50,7.90,0.00,1,0,5828,30,Custom Dad Cap - 50pcs,Hidy Zhao
2968,2968,6404,395.0000,3,,2020-08-05 13:08:25,2020-10-07 15:53:18,1,2020-08-10 10:31:18,322,NULL,1,2020-09-11 09:00:00,2020-W32-1,2020-10-07 15:53:18,58,36,negative,50,7.90,0.00,1,0,5828,30,Bucket Hat - 50pcs,Hidy Zhao
2969,2969,6427,42.5000,3,,2020-08-05 13:30:24,2020-08-28 08:09:33,1,2020-08-07 00:43:23,869,NULL,0,NULL,2020-W32-1,2020-08-28 08:09:33,21,-9,positive,50,0.85,0.00,1,1,5842,30,Custom PU Leather Patch - 50pcs,Cookie Mao
2970,2970,6410,43.5000,3,,2020-08-05 14:08:30,2020-08-24 10:20:31,1,2020-08-06 09:29:54,1373,NULL,0,NULL,2020-W32-1,2020-08-24 10:20:31,18,-12,positive,50,0.87,78.08,1,1,5832,30,Custom Enamel Pins (hard or soft) - 50pcs,Sherry - CYI
2971,2971,6403,11.8300,3,,2020-08-05 14:12:21,2020-08-13 05:29:55,1,2020-08-08 04:08:40,2484,NULL,0,NULL,2020-W32-1,2020-08-13 05:29:55,5,-25,positive,1,11.83,0.00,1,1,5827,30,Custom 3 x 5 Flag - One Size,Carl Lee
2972,2972,6375,385.0000,3,,2020-08-05 15:57:11,2020-10-07 15:52:44,1,2020-08-10 10:31:06,322,NULL,1,2020-09-30 09:00:00,2020-W32-1,2020-10-07 15:52:44,58,17,negative,50,7.70,0.00,1,0,5815,30,Custom Dad Cap - 50pcs,Hidy Zhao
2973,2973,6390,385.0000,3,,2020-08-05 15:57:35,2020-10-07 15:52:26,1,2020-08-10 10:30:58,322,NULL,1,2020-09-30 09:00:00,2020-W32-1,2020-10-07 15:52:26,58,17,negative,50,7.70,0.00,1,0,5815,30,Custom Dad Cap - 50pcs,Hidy Zhao
2974,2974,6391,385.0000,3,,2020-08-05 15:58:00,2020-10-07 15:52:06,1,2020-08-10 10:30:48,322,NULL,1,2020-09-30 09:00:00,2020-W32-1,2020-10-07 15:52:06,58,17,negative,50,7.70,0.00,1,0,5815,30,Custom Dad Cap - 50pcs,Hidy Zhao
2975,2975,6409,180.0000,3,,2020-08-05 19:41:51,2020-08-24 10:20:54,1,2020-08-06 09:29:19,1373,NULL,0,NULL,2020-W32-1,2020-08-24 10:20:54,18,-12,positive,100,1.80,110.08,1,1,5831,30,Custom Enamel Pins (hard or soft) - 100pcs,Sherry - CYI
2976,2976,6463,5.0000,3,,2020-08-05 19:50:04,2020-08-25 14:18:39,1,2020-08-10 18:22:21,1231,NULL,0,NULL,2020-W32-1,2020-08-25 14:18:39,14,-16,positive,10,0.50,0.00,1,1,5855,30,Sample Phone Grip Sockets - 10pc,Oliver Zang
2977,2977,6442,5.0000,3,,2020-08-05 19:55:28,2020-08-25 14:17:27,1,2020-08-10 18:22:55,1231,NULL,0,NULL,2020-W32-1,2020-08-25 14:17:27,14,-16,positive,10,0.50,0.00,1,1,5847,30,Sample Phone Grip Sockets - 10pc,Oliver Zang
2978,2978,6466,60.0000,3,,2020-08-06 00:37:33,2020-08-25 15:48:01,1,2020-08-12 18:20:35,1061,NULL,0,NULL,2020-W32-1,2020-08-25 15:48:01,13,-17,positive,12,5.00,0.00,1,0,5857,30,Blank Hats - Custom Embroidery - 12pk,alma sanchez
2979,2979,6478,65.0000,3,,2020-08-06 14:34:52,2020-09-11 10:41:50,1,2020-08-10 10:43:56,322,NULL,0,NULL,2020-W32-2,2020-09-11 10:41:50,32,2,negative,100,0.65,5.00,1,0,5863,30,Beanie Hat - Custom Embellishment - Custom QTY,Hidy Zhao
2980,2980,6479,65.0000,3,,2020-08-06 14:35:18,2020-09-11 10:41:29,1,2020-08-10 10:43:51,322,NULL,0,NULL,2020-W32-2,2020-09-11 10:41:29,32,2,negative,100,0.65,5.00,1,0,5863,30,Beanie Hat - Custom Embellishment - Custom QTY,Hidy Zhao
2981,2981,6473,399.0000,3,,2020-08-06 18:06:40,2020-10-14 09:25:39,1,2020-08-10 10:40:56,322,NULL,0,NULL,2020-W32-2,2020-10-14 09:25:39,65,35,negative,50,7.98,0.00,1,0,5861,30,Strapback - 6 Panel - 50pcs,Hidy Zhao
2982,2982,6416,85.0000,3,,2020-08-06 18:36:56,2020-08-21 09:25:48,1,2020-08-07 00:35:38,1697,NULL,0,NULL,2020-W32-2,2020-08-21 09:25:48,14,-16,positive,50,1.70,0.00,1,1,5836,30,Custom Embroidery Patches - 50pcs,Jin Jing
2983,2983,6417,100.0000,3,,2020-08-06 18:38:15,2020-08-21 09:25:34,1,2020-08-07 00:35:09,1697,NULL,0,NULL,2020-W32-2,2020-08-21 09:25:34,14,-16,positive,50,2.00,0.00,1,1,5836,30,Custom Velcro Embroidery Patches - 50pcs,Jin Jing
2984,2984,6418,51.5000,3,,2020-08-06 18:39:52,2020-08-28 07:33:11,1,2020-08-07 06:40:02,1373,NULL,0,NULL,2020-W32-2,2020-08-24 10:21:41,17,-13,positive,50,1.03,101.30,1,1,5836,30,Custom Enamel Pins (hard or soft) - 50pcs,Sherry - CYI
2985,2985,6419,49.0000,3,,2020-08-06 18:40:15,2020-08-28 07:33:27,1,2020-08-07 06:40:28,1373,NULL,0,NULL,2020-W32-2,2020-08-24 10:22:02,17,-13,positive,50,0.98,101.30,1,1,5836,30,Custom Enamel Pins (hard or soft) - 50pcs,Sherry - CYI
2986,2986,6462,13.5000,3,,2020-08-06 18:56:44,2020-09-19 03:09:48,1,2020-08-10 01:22:12,1687,NULL,0,NULL,2020-W32-2,2020-09-19 03:09:48,40,10,negative,10,1.35,0.00,1,1,5854,30,Custom Grip Tape Samples,Fiona yang
2987,2987,6326,5.0000,3,,2020-08-06 20:31:53,2020-08-25 14:17:31,1,2020-08-10 18:23:09,1231,NULL,0,NULL,2020-W32-2,2020-08-25 14:17:31,14,-16,positive,10,0.50,0.00,1,1,5783,30,Sample Phone Grip Sockets - 10pc,Oliver Zang
2988,2988,6464,25.0000,3,,2020-08-06 21:57:38,2020-08-28 08:09:54,1,2020-08-07 00:42:13,869,NULL,0,NULL,2020-W32-2,2020-08-28 08:09:54,21,-9,positive,10,2.50,0.00,1,1,5856,30,Woven Label Samples - 10pc,Cookie Mao
2989,2989,6465,30.0000,3,,2020-08-06 21:58:18,2020-08-14 13:21:48,1,2020-08-07 00:34:51,1697,NULL,0,NULL,2020-W32-2,2020-08-14 13:21:48,8,-22,positive,10,3.00,0.00,1,1,5856,30,Embroidery Patches Samples - 10pc,Jin Jing
2990,2990,6493,80.0000,1,,2020-08-06 21:59:16,2020-08-10 18:10:58,1,2020-08-10 18:10:58,1690,NULL,0,NULL,2020-W32-2,NULL,0,NULL,NULL,4,20.00,0.00,0,1,5856,14,Gildan G2000 - 1 Color Screen Print - CST QTY,Scott Garnett
2991,2991,6379,730.0000,3,,2020-08-07 00:12:47,2020-10-14 09:28:09,1,2020-08-10 10:40:01,322,NULL,0,NULL,2020-W32-2,2020-10-14 09:28:09,65,35,negative,100,7.30,0.00,1,0,5818,30,Custom Dad Cap - 100pcs,Hidy Zhao
2992,2992,6327,0.0000,6,,2020-08-07 11:42:15,2020-08-28 07:30:55,1,2020-08-20 11:51:55,1373,NULL,0,NULL,2020-W32-2,NULL,0,NULL,NULL,100,0.00,0.00,1,1,5783,30,Custom Enamel Pins (hard or soft) - 100pcs,Sherry - CYI
2993,2993,6472,46.0000,3,,2020-08-07 17:50:28,2020-08-28 07:33:41,1,2020-08-10 10:04:12,1373,NULL,0,NULL,2020-W32-2,2020-08-24 10:22:25,14,-16,positive,50,0.92,77.30,1,1,5860,30,Custom Enamel Pins (hard or soft) - 50pcs,Sherry - CYI
2994,2994,6511,90.0000,3,,2020-08-07 18:52:15,2020-08-14 13:19:29,1,2020-08-08 02:43:38,1697,NULL,0,NULL,2020-W32-2,2020-08-14 13:19:29,7,-23,positive,50,1.80,0.00,1,1,5881,30,Custom Chenille Patches - 50pcs,Jin Jing
2995,2995,6496,5.0000,3,,2020-08-07 18:56:54,2020-08-25 14:17:35,1,2020-08-10 18:23:48,1231,NULL,0,NULL,2020-W32-2,2020-08-25 14:17:35,14,-16,positive,10,0.50,0.00,1,1,5871,30,Sample Phone Grip Sockets - 10pc,Oliver Zang
2996,2996,6499,100.0000,3,"This is reorder
Refer to BSK #1954 | CST #5817",2020-08-07 19:05:17,2020-08-21 09:25:20,1,2020-08-08 02:42:20,1697,NULL,0,NULL,2020-W32-2,2020-08-21 09:25:20,13,-17,positive,50,2.00,0.00,1,1,5873,30,Custom Chenille Patches - 50pcs,Jin Jing
2997,2997,6500,30.0000,3,"Reorder, refer to BSK #1717 | CST #5526",2020-08-07 20:19:20,2020-08-28 08:10:10,1,2020-08-09 01:00:16,869,NULL,0,NULL,2020-W32-2,2020-08-28 08:10:10,19,-1,positive,100,0.30,0.00,1,1,5874,20,Custom Woven Damask Label - 100pcs,Cookie Mao
2998,2998,6503,12.0000,3,,2020-08-07 20:46:44,2020-08-25 14:17:38,1,2020-08-10 18:24:08,1231,NULL,0,NULL,2020-W32-2,2020-08-25 14:17:38,14,-16,positive,50,0.24,0.00,1,1,5877,30,Custom Pop Socket - 50pcs,Oliver Zang
2999,2999,6502,30.0000,3,,2020-08-07 20:49:22,2020-08-21 09:24:59,1,2020-08-08 02:42:01,1697,NULL,0,NULL,2020-W32-2,2020-08-21 09:24:59,13,-17,positive,10,3.00,0.00,1,1,5876,30,Embroidery Patches Samples - 10pc,Jin Jing
3000,3000,6495,30.0000,3,,2020-08-07 20:58:44,2020-08-18 03:51:58,1,2020-08-08 02:41:36,1697,NULL,0,NULL,2020-W32-2,2020-08-18 03:51:58,10,0,positive,10,3.00,0.00,1,1,5870,10,Sample Chenille Patch - 10pcs,Jin Jing
3001,3001,6490,5.0000,3,,2020-08-08 16:24:19,2020-08-25 14:17:41,1,2020-08-10 18:24:36,1231,NULL,0,NULL,2020-W32-2,2020-08-25 14:17:41,14,-16,positive,10,0.50,0.00,1,1,5868,30,Sample Phone Grip Sockets - 10pc,Oliver Zang
3002,3002,6491,5.0000,3,,2020-08-08 16:24:56,2020-08-25 14:17:45,1,2020-08-10 18:24:54,1231,NULL,0,NULL,2020-W32-2,2020-08-25 14:17:45,14,-16,positive,10,0.50,0.00,1,1,5868,30,Sample Phone Grip Sockets - 10pc,Oliver Zang
3003,3003,6523,5.0000,3,,2020-08-09 18:05:25,2020-08-25 14:17:48,1,2020-08-10 18:25:03,1231,NULL,0,NULL,2020-W32-2,2020-08-25 14:17:48,14,-16,positive,10,0.50,0.00,1,1,5886,30,Sample Phone Grip Sockets - 10pc,Oliver Zang
3004,3004,6524,5.0000,3,,2020-08-09 18:06:19,2020-08-25 14:17:52,1,2020-08-10 18:25:29,1231,NULL,0,NULL,2020-W32-2,2020-08-25 14:17:52,14,-16,positive,10,0.50,0.00,1,1,5886,30,Sample Phone Grip Sockets - 10pc,Oliver Zang
3005,3005,6521,11.8300,3,,2020-08-09 18:15:03,2020-08-13 05:30:19,1,2020-08-11 03:57:47,2484,NULL,0,NULL,2020-W32-2,2020-08-13 05:30:19,2,-28,positive,1,11.83,0.00,1,1,5885,30,Custom 3 x 5 Flag - One Size,Carl Lee
3006,3006,6522,24.0000,3,,2020-08-09 18:16:58,2020-08-25 14:17:56,1,2020-08-10 18:25:40,1231,NULL,0,NULL,2020-W32-2,2020-08-25 14:17:56,14,-16,positive,100,0.24,0.00,1,1,5885,30,Custom Pop Socket - 100pcs,Oliver Zang
3007,3007,6543,405.0000,3,,2020-08-10 14:17:34,2020-09-08 05:38:56,1,2020-08-18 10:25:50,322,NULL,0,NULL,2020-W33-1,2020-09-08 05:38:56,21,-9,positive,50,8.10,0.00,1,0,5899,30,Custom Camp Cap - 5 Panel - 50pcs,Hidy Zhao
3014,3014,6504,440.0000,3,,2020-08-10 16:40:17,2020-10-14 09:24:48,1,2020-08-18 10:26:11,322,NULL,0,NULL,2020-W33-1,2020-10-14 09:24:48,57,27,negative,50,8.80,0.00,1,0,5878,30,Snapback - 6 Panel - 50pcs,Hidy Zhao
3015,3015,6481,336.0000,1,,2020-08-10 19:02:23,2020-08-18 10:26:28,1,2020-08-18 10:26:28,322,NULL,0,NULL,2020-W33-1,NULL,0,NULL,NULL,30,11.20,0.00,1,0,5864,30,Custom Camp Cap - 5 Panel - 30pcs,Hidy Zhao
3016,3016,6482,345.0000,3,,2020-08-10 19:02:50,2020-09-22 10:42:05,1,2020-08-18 10:26:41,322,NULL,0,NULL,2020-W33-1,2020-09-22 10:42:05,35,5,negative,30,11.50,0.00,1,0,5864,30,Custom Camp Cap - 5 Panel - 30pcs,Hidy Zhao
3017,3017,6439,30.0000,3,Tech Pack is the same for all 3 line item samples.,2020-08-10 19:50:30,2020-08-31 05:47:11,1,2020-08-11 14:18:58,1697,NULL,0,NULL,2020-W33-1,2020-08-31 05:47:11,20,0,positive,10,3.00,0.00,1,1,5846,20,Sample Chenille Patch - 10pcs,Jin Jing
3018,3018,6440,30.0000,3,Tech Pack is the same for all 3 line item samples.,2020-08-10 19:51:01,2020-08-31 05:46:53,1,2020-08-11 14:22:02,1697,NULL,0,NULL,2020-W33-1,2020-08-31 05:46:53,20,0,positive,10,3.00,0.00,1,1,5846,20,Sample Chenille Patch - 10pcs,Jin Jing
3019,3019,6441,30.0000,3,Tech Pack is the same for all 3 line item samples.,2020-08-10 19:51:29,2020-08-31 05:46:39,1,2020-08-11 14:22:15,1697,NULL,0,NULL,2020-W33-1,2020-08-31 05:46:39,20,0,positive,10,3.00,0.00,1,1,5846,20,Sample Chenille Patch - 10pcs,Jin Jing
3020,3020,5707,5.0000,3,,2020-08-10 20:00:18,2020-08-25 14:18:00,1,2020-08-17 11:21:00,1231,NULL,0,NULL,2020-W33-1,2020-08-25 14:18:00,8,-22,positive,10,0.50,0.00,1,1,5370,30,Sample Phone Grip Sockets - 10pc,Oliver Zang
3021,3021,6501,100.0000,3,,2020-08-10 20:16:48,2020-08-31 05:46:21,1,2020-08-11 14:18:19,1697,NULL,0,NULL,2020-W33-1,2020-08-31 05:46:21,20,-10,positive,50,2.00,0.00,1,1,5875,30,Custom Chenille Patches - 50pcs,Jin Jing
3022,3022,6395,200.0000,3,,2020-08-10 21:07:54,2020-08-31 05:46:03,1,2020-08-11 14:16:18,1697,NULL,0,NULL,2020-W33-1,2020-08-31 05:46:03,20,-10,positive,500,0.40,0.00,1,1,5823,30,Custom Morale Embroidery Patches - 500pcs,Jin Jing
3023,3023,6319,60.0000,3,,2020-08-11 03:58:44,2020-08-28 02:24:44,1,2020-08-18 15:29:20,1061,NULL,0,NULL,2020-W33-1,2020-08-28 02:24:44,9,-21,positive,12,5.00,0.00,1,0,5778,30,Blank Hats - Custom Embroidery - 12pk,alma sanchez
3025,3025,6471,66.0000,3,,2020-08-11 14:02:10,2020-08-31 09:47:07,1,2020-08-12 09:25:48,1373,NULL,0,NULL,2020-W33-1,2020-08-31 09:47:07,19,-11,positive,100,0.66,97.10,1,1,5859,30,Custom Enamel Pins (hard or soft) - 100pcs,Sherry - CYI
3026,3026,5233,30.0000,3,,2020-08-11 14:21:36,2020-09-14 07:40:44,1,2020-08-12 00:24:20,869,NULL,0,NULL,2020-W33-1,2020-09-14 07:40:44,33,3,negative,10,3.00,0.00,1,1,5039,30,Woven Label Samples - 10pc,Cookie Mao
3027,3027,6512,12.0000,3,,2020-08-11 14:24:23,2020-08-25 14:18:05,1,2020-08-17 11:21:13,1231,NULL,0,NULL,2020-W33-1,2020-08-25 14:18:05,8,-22,positive,50,0.24,0.00,1,1,5882,30,Custom Pop Socket - 50pcs,Oliver Zang
3028,3028,6547,650.0000,3,,2020-08-11 17:14:24,2020-10-07 15:54:01,1,2020-08-18 10:26:56,322,NULL,1,2020-09-24 16:00:00,2020-W33-1,2020-10-07 15:54:01,50,23,negative,100,6.50,0.00,1,0,5902,30,Strapback - 6 Panel - 100pcs,Hidy Zhao
3029,3029,6530,62.5000,3,,2020-08-11 17:38:05,2020-08-31 09:47:37,1,2020-08-12 09:27:13,1373,NULL,0,NULL,2020-W33-1,2020-08-31 09:47:37,19,-11,positive,50,1.25,109.10,1,1,5890,30,Custom Enamel Pins (hard or soft) - 50pcs,Sherry - CYI
3030,3030,6531,100.0000,3,,2020-08-11 17:41:51,2020-08-21 09:27:18,1,2020-08-13 00:29:47,1697,NULL,0,NULL,2020-W33-1,2020-08-21 09:27:17,8,-22,positive,100,1.00,0.00,1,1,5890,30,Custom Embroidery Patches - 100pcs,Jin Jing
3031,3031,6378,60.0000,3,Refer to BSK #1992 | CST #5873,2020-08-11 18:57:44,2020-08-21 09:27:02,1,2020-08-13 00:28:29,1697,NULL,0,NULL,2020-W33-1,2020-08-21 09:27:02,8,-22,positive,50,1.20,0.00,1,1,5817,30,Custom Chenille Patches - 50pcs,Jin Jing
3032,3032,6450,30.0000,3,,2020-08-11 19:11:59,2020-08-28 08:10:37,1,2020-08-12 00:24:18,869,NULL,0,NULL,2020-W33-1,2020-08-28 08:10:37,16,-14,positive,10,3.00,0.00,1,1,5850,30,Woven Label Samples - 10pc,Cookie Mao
3033,3033,6451,30.0000,3,,2020-08-11 19:12:51,2020-08-28 08:11:04,1,2020-08-12 00:24:15,869,NULL,0,NULL,2020-W33-1,2020-08-28 08:11:04,16,-14,positive,10,3.00,0.00,1,1,5850,30,Woven Label Samples - 10pc,Cookie Mao
3034,3034,6452,30.0000,3,,2020-08-11 19:13:37,2020-08-21 09:26:48,1,2020-08-13 00:27:34,1697,NULL,0,NULL,2020-W33-1,2020-08-21 09:26:48,8,-2,positive,10,3.00,0.00,1,1,5850,10,Sample Chenille Patch - 10pcs,Jin Jing
3035,3035,6453,30.0000,3,,2020-08-11 19:14:26,2020-08-31 05:45:33,1,2020-08-13 00:27:22,1697,NULL,0,NULL,2020-W33-1,2020-08-31 05:45:33,18,-12,positive,10,3.00,0.00,1,1,5850,30,Embroidery Patches Samples - 10pc,Jin Jing
3036,3036,6315,30.0000,3,,2020-08-11 19:47:53,2020-08-31 05:44:06,1,2020-08-13 00:27:05,1697,NULL,0,NULL,2020-W33-1,2020-08-31 05:44:06,18,-2,positive,10,3.00,0.00,1,1,5775,20,Sample Chenille Patch - 10pcs,Jin Jing
3037,3037,6487,48.5000,3,,2020-08-12 09:02:44,2020-08-31 09:47:57,1,2020-08-12 09:32:14,1373,NULL,0,NULL,2020-W33-1,2020-08-31 09:47:57,19,-11,positive,50,0.97,77.10,1,1,5866,30,Custom Enamel Pins (hard or soft) - 50pcs,Sherry - CYI
3038,3038,6532,30.0000,3,,2020-08-12 10:36:12,2020-08-28 08:11:39,1,2020-08-13 03:15:17,869,NULL,0,NULL,2020-W33-1,2020-08-28 08:11:39,15,-15,positive,10,3.00,0.00,1,1,5891,30,Custom PU Leather Patch Samples,Cookie Mao
3039,3039,6298,75.0000,3,,2020-08-12 10:39:51,2020-08-21 09:26:34,1,2020-08-13 00:26:49,1697,NULL,0,NULL,2020-W33-1,2020-08-21 09:26:34,8,-22,positive,50,1.50,0.00,1,1,5764,30,Custom Embroidery Patches - 50pcs,Jin Jing
3040,3040,6533,90.0000,3,,2020-08-12 14:20:59,2020-08-21 09:26:20,1,2020-08-13 00:25:30,1697,NULL,0,NULL,2020-W33-1,2020-08-21 09:26:20,8,-22,positive,50,1.80,0.00,1,1,5892,30,Custom Embroidery Patches - 50pcs,Jin Jing
3041,3041,6195,67.5000,3,,2020-08-12 16:32:03,2020-09-19 03:11:26,1,2020-08-13 03:24:44,1687,NULL,0,NULL,2020-W33-1,2020-09-19 03:11:26,37,7,negative,50,1.35,0.00,1,1,5692,30,Custom Skateboard Grip Tape - 50pcs,Fiona yang
3042,3042,6454,2030.0000,1,,2020-08-12 16:52:23,2020-08-13 16:05:32,1,2020-08-13 15:52:05,322,NULL,1,2020-09-29 16:00:00,2020-W33-2,NULL,0,NULL,NULL,725,2.80,73.00,1,0,5851,30,Beanie Hat - Custom Embellishment - Custom QTY,Hidy Zhao
3043,3043,6455,270.0000,1,,2020-08-12 16:52:55,2020-08-13 16:05:02,1,2020-08-13 15:53:11,322,NULL,1,2020-09-29 16:00:00,2020-W33-2,NULL,0,NULL,NULL,100,2.70,10.00,1,0,5851,30,Beanie Hat - Custom Embellishment - 100pcs,Hidy Zhao
3044,3044,6456,270.0000,1,,2020-08-12 16:53:27,2020-08-13 16:04:32,1,2020-08-13 15:53:03,322,NULL,1,2020-09-29 16:00:00,2020-W33-2,NULL,0,NULL,NULL,100,2.70,10.00,1,0,5851,30,Beanie Hat - Custom Embellishment - 100pcs,Hidy Zhao
3045,3045,6457,1600.0000,1,,2020-08-12 16:53:54,2020-08-13 16:04:11,1,2020-08-13 15:52:52,322,NULL,1,2020-09-29 16:00:00,2020-W33-2,NULL,0,NULL,NULL,500,3.20,50.00,1,0,5851,30,Beanie Hat - Custom Embellishment - 500pcs,Hidy Zhao
3046,3046,6458,465.0000,1,,2020-08-12 16:54:23,2020-08-13 16:02:58,1,2020-08-13 15:52:42,322,NULL,1,2020-09-29 16:00:00,2020-W33-2,NULL,0,NULL,NULL,150,3.10,15.00,1,0,5851,30,Beanie Hat - Custom Embellishment - Custom QTY,Hidy Zhao
3047,3047,6459,465.0000,1,,2020-08-12 16:54:51,2020-08-13 16:02:41,1,2020-08-13 15:52:30,322,NULL,1,2020-09-29 16:00:00,2020-W33-2,NULL,0,NULL,NULL,150,3.10,15.00,1,0,5851,30,Beanie Hat - Custom Embellishment - Custom QTY,Hidy Zhao
3048,3048,6542,36.0000,3,,2020-08-12 18:39:27,2020-08-31 09:48:21,1,2020-08-13 06:54:30,1373,NULL,0,NULL,2020-W33-1,2020-08-31 09:48:21,18,-12,positive,50,0.72,67.10,1,1,5898,30,Custom Enamel Pins (hard or soft) - 50pcs,Sherry - CYI
3049,3049,6575,225.0000,3,,2020-08-12 19:38:10,2020-09-14 07:41:00,1,2020-08-13 03:15:01,869,NULL,0,NULL,2020-W33-1,2020-09-14 07:41:00,32,2,negative,250,0.90,0.00,1,1,5922,30,Custom Printed Lanyards - 250pcs,Cookie Mao
3050,3050,6527,30.0000,3,,2020-08-12 19:46:14,2020-08-21 09:26:09,1,2020-08-13 00:25:12,1697,NULL,0,NULL,2020-W33-1,2020-08-21 09:26:09,8,-22,positive,10,3.00,0.00,1,1,5889,30,Embroidery Patches Samples - 10pc,Jin Jing
3051,3051,6528,30.0000,3,,2020-08-12 19:46:37,2020-08-28 08:11:19,1,2020-08-13 03:15:12,869,NULL,0,NULL,2020-W33-1,2020-08-28 08:11:19,15,-15,positive,10,3.00,0.00,1,1,5889,30,Woven Label Samples - 10pc,Cookie Mao
3052,3052,6529,11.8300,3,,2020-08-12 19:47:02,2020-08-26 07:51:21,1,2020-08-13 05:31:16,2484,NULL,0,NULL,2020-W33-1,2020-08-26 07:51:21,13,-17,positive,1,11.83,0.00,1,1,5889,30,Custom Boat Flags - 3 x 5,Carl Lee
3053,3053,6553,13.5000,3,,2020-08-12 20:03:20,2020-09-19 03:10:46,1,2020-08-13 03:24:41,1687,NULL,0,NULL,2020-W33-1,2020-09-19 03:10:46,37,7,negative,10,1.35,0.00,1,1,5904,30,Custom Grip Tape Samples,Fiona yang
3054,3054,6554,5.0000,3,,2020-08-12 20:04:05,2020-08-25 14:18:07,1,2020-08-17 11:21:36,1231,NULL,0,NULL,2020-W33-1,2020-08-25 14:18:07,8,-22,positive,10,0.50,0.00,1,1,5905,30,Sample Phone Grip Sockets - 10pc,Oliver Zang
3055,3055,6535,5.0000,3,,2020-08-12 20:14:49,2020-08-25 14:18:11,1,2020-08-17 11:21:57,1231,NULL,0,NULL,2020-W33-1,2020-08-25 14:18:11,8,-22,positive,10,0.50,0.00,1,1,5894,30,Sample Phone Grip Sockets - 10pc,Oliver Zang
3056,3056,6525,45.0000,3,,2020-08-12 20:16:26,2020-08-31 09:48:43,1,2020-08-13 06:55:20,1373,NULL,0,NULL,2020-W33-1,2020-08-31 09:48:43,18,-12,positive,50,0.90,87.10,1,1,5887,30,Custom Enamel Pins (hard or soft) - 50pcs,Sherry - CYI
3057,3057,6562,96.0000,3,,2020-08-13 03:20:39,2020-09-05 15:39:08,1,2020-08-18 15:29:02,1061,NULL,0,NULL,2020-W33-1,2020-09-05 15:39:08,18,-12,positive,12,8.00,0.00,1,0,5913,30,Blank Hats - Custom Embroidery - 12pk,alma sanchez
